map,date,ft_pick,ft_score,st_score,ft_link,st_link,ft_round_1_win,ft_round_2_win,ft_round_3_win,ft_round_4_win,ft_round_5_win,ft_round_6_win,ft_round_7_win,ft_round_8_win,ft_round_9_win,ft_round_10_win,ft_round_11_win,ft_round_12_win,ft_round_13_win,ft_round_14_win,ft_round_15_win,ft_round_16_win,ft_round_17_win,ft_round_18_win,ft_round_19_win,ft_round_20_win,ft_round_21_win,ft_round_22_win,ft_round_23_win,ft_round_24_win,ft_round_25_win,ft_round_26_win,ft_round_27_win,ft_round_28_win,ft_round_29_win,ft_round_30_win,match_id,isBoOne,match_num,ft_Maps played,ft_Win Rate,ft_Total kills,ft_Total deaths,ft_Rounds played,ft_K/D Ratio,ft_age,ft_mp_Times played,ft_mp_Total rounds played,ft_mp_Rounds won,ft_mp_Win percent,ft_mp_Pistol rounds,ft_mp_Pistol rounds won,ft_mp_Pistol round win percent,ft_pl_KAST,ft_pl_Impact,ft_pl_ADR,ft_pl_KPR,ft_pl_Total kills,ft_pl_Headshot %,ft_pl_Total deaths,ft_pl_K/D Ratio,ft_pl_Damage / Round,ft_pl_Grenade dmg / Round,ft_pl_Maps played,ft_pl_Rounds played,ft_pl_Kills / round,ft_pl_Assists / round,ft_pl_Deaths / round,ft_pl_Saved by teammate / round,ft_pl_Saved teammates / round,ft_pl_Rating 2.0,ft_pl_Total opening kills,ft_pl_Total opening deaths,ft_pl_Opening kill ratio,ft_pl_Opening kill rating,ft_pl_Team win percent after first kill,ft_pl_First kill in won rounds,ft_pl_0 kill rounds,ft_pl_1 kill rounds,ft_pl_2 kill rounds,ft_pl_3 kill rounds,ft_pl_4 kill rounds,ft_pl_5 kill rounds,ft_pl_Rifle kills,ft_pl_Sniper kills,ft_pl_SMG kills,ft_pl_Pistol kills,ft_pl_Grenade,ft_pl_Other,ft_pl_players_in_team,st_Maps played,st_Win Rate,st_Total kills,st_Total deaths,st_Rounds played,st_K/D Ratio,st_age,st_mp_Times played,st_mp_Total rounds played,st_mp_Rounds won,st_mp_Win percent,st_mp_Pistol rounds,st_mp_Pistol rounds won,st_mp_Pistol round win percent,st_pl_KAST,st_pl_Impact,st_pl_ADR,st_pl_KPR,st_pl_Total kills,st_pl_Headshot %,st_pl_Total deaths,st_pl_K/D Ratio,st_pl_Damage / Round,st_pl_Grenade dmg / Round,st_pl_Maps played,st_pl_Rounds played,st_pl_Kills / round,st_pl_Assists / round,st_pl_Deaths / round,st_pl_Saved by teammate / round,st_pl_Saved teammates / round,st_pl_Rating 2.0,st_pl_Total opening kills,st_pl_Total opening deaths,st_pl_Opening kill ratio,st_pl_Opening kill rating,st_pl_Team win percent after first kill,st_pl_First kill in won rounds,st_pl_0 kill rounds,st_pl_1 kill rounds,st_pl_2 kill rounds,st_pl_3 kill rounds,st_pl_4 kill rounds,st_pl_5 kill rounds,st_pl_Rifle kills,st_pl_Sniper kills,st_pl_SMG kills,st_pl_Pistol kills,st_pl_Grenade,st_pl_Other,st_pl_players_in_team
Inferno,2019-07-19,1,5,16,/stats/teams/4674/LDLC,/stats/teams/4602/Tricked,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89384,0,1,15.0,0.4,1245.0,1250.0,368.0,1.0,24,2.0,47.0,15.0,0.0,4.0,1.0,25.0,68.28,1.012,74.56,0.6759999999999999,249.0,46.06,250.0,1.004,74.56,4.12,15.0,368.0,0.6759999999999999,0.122,0.6799999999999999,0.076,0.078,1.028,35.6,38.0,1.018,0.9800000000000001,74.06,14.279999999999998,199.4,109.4,41.4,14.4,3.4,0.0,156.6,29.2,15.4,42.4,2.2,3.6,5,109.0,0.6238532110091743,10067.0,9570.0,2941.0,1.05,24,11.0,299.0,136.0,27.3,22.0,7.0,31.8,71.22,1.052,75.9,0.692,1874.8,47.68,1775.6,1.068,75.9,4.36,101.8,2743.2,0.692,0.122,0.648,0.098,0.098,1.092,278.6,260.2,1.076,1.026,74.82000000000001,14.5,1462.8,831.4,327.4,99.4,20.6,1.6,1202.2,286.0,90.0,258.6,26.6,14.4,5
Train,2019-07-19,0,11,16,/stats/teams/4674/LDLC,/stats/teams/4602/Tricked,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,89395,0,2,15.0,0.4,1245.0,1250.0,368.0,1.0,24,1.0,25.0,9.0,0.0,2.0,1.0,50.0,68.28,1.012,74.56,0.6759999999999999,249.0,46.06,250.0,1.004,74.56,4.12,15.0,368.0,0.6759999999999999,0.122,0.6799999999999999,0.076,0.078,1.028,35.6,38.0,1.018,0.9800000000000001,74.06,14.279999999999998,199.4,109.4,41.4,14.4,3.4,0.0,156.6,29.2,15.4,42.4,2.2,3.6,5,109.0,0.6238532110091743,10067.0,9570.0,2941.0,1.05,24,21.0,543.0,314.0,76.2,42.0,25.0,59.5,71.22,1.052,75.9,0.692,1874.8,47.68,1775.6,1.068,75.9,4.36,101.8,2743.2,0.692,0.122,0.648,0.098,0.098,1.092,278.6,260.2,1.076,1.026,74.82000000000001,14.5,1462.8,831.4,327.4,99.4,20.6,1.6,1202.2,286.0,90.0,258.6,26.6,14.4,5
Train,2019-07-19,0,16,9,/stats/teams/7681/Izako%20Boars,/stats/teams/4602/Tricked,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,89412,0,1,62.0,0.3709677419354839,5342.0,5667.0,1654.0,0.94,24,4.0,100.0,61.0,75.0,8.0,4.0,50.0,68.11999999999999,0.978,71.64,0.656,889.6,45.56,910.2,0.97,71.64,3.1,50.4,1344.6,0.656,0.11200000000000002,0.6779999999999999,0.094,0.096,0.998,137.2,130.2,1.1480000000000001,1.006,73.67999999999999,15.7,726.8,407.0,158.6,43.8,8.0,0.4,552.2,162.2,33.4,131.8,7.0,4.8,5,109.0,0.6238532110091743,10067.0,9570.0,2941.0,1.05,24,21.0,543.0,314.0,76.2,42.0,25.0,59.5,71.22,1.052,75.9,0.692,1874.8,47.68,1775.6,1.068,75.9,4.36,101.8,2743.2,0.692,0.122,0.648,0.098,0.098,1.092,278.6,260.2,1.076,1.026,74.82000000000001,14.5,1462.8,831.4,327.4,99.4,20.6,1.6,1202.2,286.0,90.0,258.6,26.6,14.4,5
Inferno,2019-07-19,0,6,16,/stats/teams/7681/Izako%20Boars,/stats/teams/4602/Tricked,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89420,0,2,62.0,0.3709677419354839,5342.0,5667.0,1654.0,0.94,24,17.0,480.0,233.0,41.2,34.0,20.0,58.8,68.11999999999999,0.978,71.64,0.656,889.6,45.56,910.2,0.97,71.64,3.1,50.4,1344.6,0.656,0.11200000000000002,0.6779999999999999,0.094,0.096,0.998,137.2,130.2,1.1480000000000001,1.006,73.67999999999999,15.7,726.8,407.0,158.6,43.8,8.0,0.4,552.2,162.2,33.4,131.8,7.0,4.8,5,109.0,0.6238532110091743,10067.0,9570.0,2941.0,1.05,24,11.0,299.0,136.0,27.3,22.0,7.0,31.8,71.22,1.052,75.9,0.692,1874.8,47.68,1775.6,1.068,75.9,4.36,101.8,2743.2,0.692,0.122,0.648,0.098,0.098,1.092,278.6,260.2,1.076,1.026,74.82000000000001,14.5,1462.8,831.4,327.4,99.4,20.6,1.6,1202.2,286.0,90.0,258.6,26.6,14.4,5
Overpass,2019-07-19,0,4,16,/stats/teams/7681/Izako%20Boars,/stats/teams/4602/Tricked,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89429,0,3,62.0,0.3709677419354839,5342.0,5667.0,1654.0,0.94,24,8.0,200.0,75.0,12.5,16.0,5.0,31.2,68.11999999999999,0.978,71.64,0.656,889.6,45.56,910.2,0.97,71.64,3.1,50.4,1344.6,0.656,0.11200000000000002,0.6779999999999999,0.094,0.096,0.998,137.2,130.2,1.1480000000000001,1.006,73.67999999999999,15.7,726.8,407.0,158.6,43.8,8.0,0.4,552.2,162.2,33.4,131.8,7.0,4.8,5,109.0,0.6238532110091743,10067.0,9570.0,2941.0,1.05,24,14.0,376.0,204.0,64.3,28.0,13.0,46.4,71.22,1.052,75.9,0.692,1874.8,47.68,1775.6,1.068,75.9,4.36,101.8,2743.2,0.692,0.122,0.648,0.098,0.098,1.092,278.6,260.2,1.076,1.026,74.82000000000001,14.5,1462.8,831.4,327.4,99.4,20.6,1.6,1202.2,286.0,90.0,258.6,26.6,14.4,5
Inferno,2019-07-20,0,16,7,/stats/teams/4602/Tricked,/stats/teams/7969/Nemiga,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,89471,0,1,112.0,0.6428571428571429,10365.0,9717.0,3010.0,1.07,24,12.0,319.0,161.0,41.7,24.0,10.0,41.7,71.52000000000001,1.06,76.22,0.696,1924.6,47.62,1801.8,1.078,76.22,4.38,104.4,2802.2,0.696,0.122,0.646,0.098,0.098,1.1,287.0,262.6,1.096,1.034,75.12,14.52,1489.2,850.8,337.4,101.6,21.8,1.4,1233.0,295.2,94.4,264.8,26.0,15.0,5,97.0,0.5979381443298969,9058.0,8311.0,2614.0,1.09,24,23.0,609.0,332.0,65.2,46.0,27.0,58.7,72.35999999999999,1.0619999999999998,75.2,0.694,1811.6,43.92,1662.2,1.0939999999999999,75.2,4.4,97.0,2614.0,0.694,0.132,0.6359999999999999,0.086,0.08800000000000001,1.098,276.4,245.0,1.1800000000000002,1.04,73.26000000000002,14.66,1370.2,811.2,319.2,93.8,17.4,2.2,1166.6,236.4,118.6,259.0,27.2,6.0,5
Nuke,2019-07-20,1,16,4,/stats/teams/4602/Tricked,/stats/teams/7969/Nemiga,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,89480,0,2,112.0,0.6428571428571429,10365.0,9717.0,3010.0,1.07,24,24.0,678.0,380.0,75.0,48.0,24.0,50.0,71.52000000000001,1.06,76.22,0.696,1924.6,47.62,1801.8,1.078,76.22,4.38,104.4,2802.2,0.696,0.122,0.646,0.098,0.098,1.1,287.0,262.6,1.096,1.034,75.12,14.52,1489.2,850.8,337.4,101.6,21.8,1.4,1233.0,295.2,94.4,264.8,26.0,15.0,5,97.0,0.5979381443298969,9058.0,8311.0,2614.0,1.09,24,15.0,396.0,186.0,53.3,30.0,13.0,43.3,72.35999999999999,1.0619999999999998,75.2,0.694,1811.6,43.92,1662.2,1.0939999999999999,75.2,4.4,97.0,2614.0,0.694,0.132,0.6359999999999999,0.086,0.08800000000000001,1.098,276.4,245.0,1.1800000000000002,1.04,73.26000000000002,14.66,1370.2,811.2,319.2,93.8,17.4,2.2,1166.6,236.4,118.6,259.0,27.2,6.0,5
Overpass,2019-07-26,0,16,7,/stats/teams/4602/Tricked,/stats/teams/7674/Ambush,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,89674,1,1,110.0,0.6636363636363637,10181.0,9461.0,2947.0,1.08,24,14.0,366.0,206.0,71.4,28.0,14.0,50.0,71.72,1.066,76.55999999999999,0.698,1932.6,47.9,1793.2,1.086,76.55999999999999,4.459999999999999,104.4,2794.0,0.698,0.122,0.644,0.1,0.098,1.104,288.2,261.8,1.1059999999999999,1.034,75.44,14.580000000000002,1477.8,849.8,341.0,102.2,21.8,1.4,1244.4,287.0,96.8,267.4,26.2,14.4,5,18.0,0.3888888888888889,1594.0,1669.0,490.0,0.96,24,6.0,169.0,96.0,83.3,12.0,7.0,58.3,68.55999999999999,0.9480000000000001,70.46000000000001,0.658,268.0,44.18,266.4,1.008,70.46000000000001,4.0,14.6,404.8,0.658,0.10400000000000001,0.6559999999999999,0.08,0.092,1.006,40.0,37.4,1.014,0.974,70.78,13.66,217.8,124.2,47.2,13.0,2.6,0.0,159.8,46.4,13.6,44.8,3.4,0.6,5
Nuke,2019-07-26,0,20,22,/stats/teams/6685/Ancient,/stats/teams/4602/Tricked,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,89688,1,1,68.0,0.6029411764705882,6366.0,6069.0,1855.0,1.05,24,17.0,454.0,250.0,64.7,34.0,17.0,50.0,69.72,1.018,73.35999999999999,0.672,1069.2,48.559999999999995,1036.0,1.028,73.35999999999999,3.7600000000000002,58.2,1587.2,0.672,0.118,0.654,0.098,0.094,1.048,163.0,153.4,1.026,0.9960000000000001,73.64,13.879999999999999,858.6,466.2,195.4,56.8,9.2,1.0,656.6,187.6,40.8,169.2,13.4,3.6,5,110.0,0.6636363636363637,10181.0,9461.0,2947.0,1.08,24,25.0,698.0,396.0,76.0,50.0,26.0,52.0,71.72,1.066,76.55999999999999,0.698,1932.6,47.9,1793.2,1.086,76.55999999999999,4.459999999999999,104.4,2794.0,0.698,0.122,0.644,0.1,0.098,1.104,288.2,261.8,1.1059999999999999,1.034,75.44,14.580000000000002,1477.8,849.8,341.0,102.2,21.8,1.4,1244.4,287.0,96.8,267.4,26.2,14.4,5
Inferno,2019-07-28,0,16,11,/stats/teams/4602/Tricked,/stats/teams/8637/Sprout,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,89772,0,1,109.0,0.6697247706422018,10154.0,9373.0,2933.0,1.08,24,13.0,342.0,177.0,46.2,26.0,11.0,42.3,71.85999999999999,1.0699999999999998,76.52000000000001,0.702,1946.0,47.879999999999995,1796.6,1.0879999999999999,76.52000000000001,4.4799999999999995,104.4,2806.0,0.702,0.124,0.642,0.1,0.098,1.108,290.4,265.0,1.1,1.032,75.8,14.62,1481.4,852.8,347.4,100.8,22.0,1.6,1256.8,286.8,97.2,268.4,27.0,13.4,5,78.0,0.6410256410256411,7101.0,6562.0,2044.0,1.08,24,10.0,265.0,145.0,80.0,20.0,9.0,45.0,70.64,1.0799999999999998,75.46,0.694,1414.4,44.720000000000006,1308.8,1.082,75.46,4.1,77.6,2035.0,0.694,0.122,0.644,0.09,0.09,1.092,214.0,192.2,1.1480000000000001,1.036,74.54,14.459999999999999,1074.2,612.8,260.6,70.8,15.0,1.6,785.4,297.6,85.0,226.6,14.0,7.4,5
Nuke,2019-07-28,1,8,16,/stats/teams/4602/Tricked,/stats/teams/8637/Sprout,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89776,0,2,109.0,0.6697247706422018,10154.0,9373.0,2933.0,1.08,24,25.0,717.0,411.0,80.0,50.0,26.0,52.0,71.85999999999999,1.0699999999999998,76.52000000000001,0.702,1946.0,47.879999999999995,1796.6,1.0879999999999999,76.52000000000001,4.4799999999999995,104.4,2806.0,0.702,0.124,0.642,0.1,0.098,1.108,290.4,265.0,1.1,1.032,75.8,14.62,1481.4,852.8,347.4,100.8,22.0,1.6,1256.8,286.8,97.2,268.4,27.0,13.4,5,78.0,0.6410256410256411,7101.0,6562.0,2044.0,1.08,24,11.0,299.0,162.0,63.6,22.0,12.0,54.5,70.64,1.0799999999999998,75.46,0.694,1414.4,44.720000000000006,1308.8,1.082,75.46,4.1,77.6,2035.0,0.694,0.122,0.644,0.09,0.09,1.092,214.0,192.2,1.1480000000000001,1.036,74.54,14.459999999999999,1074.2,612.8,260.6,70.8,15.0,1.6,785.4,297.6,85.0,226.6,14.0,7.4,5
Mirage,2019-07-28,0,3,16,/stats/teams/4602/Tricked,/stats/teams/8637/Sprout,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89781,0,3,109.0,0.6697247706422018,10154.0,9373.0,2933.0,1.08,24,20.0,540.0,291.0,65.0,40.0,22.0,55.0,71.85999999999999,1.0699999999999998,76.52000000000001,0.702,1946.0,47.879999999999995,1796.6,1.0879999999999999,76.52000000000001,4.4799999999999995,104.4,2806.0,0.702,0.124,0.642,0.1,0.098,1.108,290.4,265.0,1.1,1.032,75.8,14.62,1481.4,852.8,347.4,100.8,22.0,1.6,1256.8,286.8,97.2,268.4,27.0,13.4,5,78.0,0.6410256410256411,7101.0,6562.0,2044.0,1.08,24,19.0,505.0,265.0,63.2,38.0,19.0,50.0,70.64,1.0799999999999998,75.46,0.694,1414.4,44.720000000000006,1308.8,1.082,75.46,4.1,77.6,2035.0,0.694,0.122,0.644,0.09,0.09,1.092,214.0,192.2,1.1480000000000001,1.036,74.54,14.459999999999999,1074.2,612.8,260.6,70.8,15.0,1.6,785.4,297.6,85.0,226.6,14.0,7.4,5
Overpass,2019-08-22,0,22,20,/stats/teams/4602/Tricked,/stats/teams/8813/Illuminar,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,90607,0,1,98.0,0.6632653061224489,9159.0,8539.0,2650.0,1.07,24,11.0,287.0,167.0,72.7,22.0,10.0,45.5,71.36,1.0539999999999998,75.9,0.692,1693.4,47.9,1595.8,1.066,75.9,4.58,91.4,2471.6,0.692,0.122,0.65,0.096,0.092,1.0899999999999999,251.0,237.8,1.056,1.024,75.14000000000001,14.5,1312.0,751.4,303.4,85.6,17.6,1.6,1077.0,260.6,90.8,234.0,24.8,10.0,5,29.0,0.6206896551724138,2886.0,2701.0,816.0,1.07,24,8.0,213.0,129.0,87.5,16.0,9.0,56.2,69.9,1.064,75.25999999999999,0.6860000000000002,1067.2,43.67999999999999,1048.4,1.02,75.25999999999999,4.12,58.2,1557.0,0.6860000000000002,0.13,0.6759999999999999,0.092,0.094,1.06,160.8,149.8,1.088,1.0219999999999998,73.47999999999999,14.76,829.6,469.4,191.0,53.2,12.8,1.0,654.8,169.4,54.8,176.4,12.4,2.4,5
Inferno,2019-08-22,1,9,16,/stats/teams/4602/Tricked,/stats/teams/8813/Illuminar,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90614,0,2,98.0,0.6632653061224489,9159.0,8539.0,2650.0,1.07,24,13.0,344.0,184.0,53.8,26.0,12.0,46.2,71.36,1.0539999999999998,75.9,0.692,1693.4,47.9,1595.8,1.066,75.9,4.58,91.4,2471.6,0.692,0.122,0.65,0.096,0.092,1.0899999999999999,251.0,237.8,1.056,1.024,75.14000000000001,14.5,1312.0,751.4,303.4,85.6,17.6,1.6,1077.0,260.6,90.8,234.0,24.8,10.0,5,29.0,0.6206896551724138,2886.0,2701.0,816.0,1.07,24,4.0,112.0,60.0,50.0,8.0,2.0,25.0,69.9,1.064,75.25999999999999,0.6860000000000002,1067.2,43.67999999999999,1048.4,1.02,75.25999999999999,4.12,58.2,1557.0,0.6860000000000002,0.13,0.6759999999999999,0.092,0.094,1.06,160.8,149.8,1.088,1.0219999999999998,73.47999999999999,14.76,829.6,469.4,191.0,53.2,12.8,1.0,654.8,169.4,54.8,176.4,12.4,2.4,5
Mirage,2019-08-22,0,19,16,/stats/teams/4602/Tricked,/stats/teams/8813/Illuminar,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,90618,0,3,98.0,0.6632653061224489,9159.0,8539.0,2650.0,1.07,24,21.0,559.0,294.0,61.9,42.0,22.0,52.4,71.36,1.0539999999999998,75.9,0.692,1693.4,47.9,1595.8,1.066,75.9,4.58,91.4,2471.6,0.692,0.122,0.65,0.096,0.092,1.0899999999999999,251.0,237.8,1.056,1.024,75.14000000000001,14.5,1312.0,751.4,303.4,85.6,17.6,1.6,1077.0,260.6,90.8,234.0,24.8,10.0,5,29.0,0.6206896551724138,2886.0,2701.0,816.0,1.07,24,4.0,114.0,53.0,25.0,8.0,3.0,37.5,69.9,1.064,75.25999999999999,0.6860000000000002,1067.2,43.67999999999999,1048.4,1.02,75.25999999999999,4.12,58.2,1557.0,0.6860000000000002,0.13,0.6759999999999999,0.092,0.094,1.06,160.8,149.8,1.088,1.0219999999999998,73.47999999999999,14.76,829.6,469.4,191.0,53.2,12.8,1.0,654.8,169.4,54.8,176.4,12.4,2.4,5
Inferno,2019-05-29,1,9,16,/stats/teams/4863/TYLOO,/stats/teams/8513/Windigo,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,86724,0,1,58.0,0.6724137931034483,5376.0,4820.0,1510.0,1.12,24,11.0,265.0,150.0,63.6,22.0,11.0,50.0,73.17999999999999,1.0979999999999999,78.96,0.73,1054.2,47.4,939.8,1.124,78.96,3.7,55.4,1443.6,0.73,0.132,0.652,0.096,0.11000000000000001,1.1260000000000001,144.4,143.0,1.0399999999999998,1.002,75.7,13.839999999999998,737.0,448.6,183.6,60.2,13.2,1.0,749.8,50.6,75.0,166.6,11.8,2.6,5,103.0,0.5728155339805825,9490.0,9535.0,2790.0,1.0,24,16.0,406.0,207.0,50.0,32.0,17.0,53.1,68.08,1.028,74.80000000000001,0.682,1422.8,48.38,1353.6,1.0,74.80000000000001,3.56,74.6,2007.2,0.682,0.122,0.688,0.088,0.096,1.028,208.8,185.4,1.066,1.002,70.32000000000001,14.680000000000001,1043.6,618.2,251.4,76.2,15.8,2.0,807.8,295.4,68.2,230.0,13.2,12.4,5
Overpass,2019-05-29,0,4,16,/stats/teams/4863/TYLOO,/stats/teams/8513/Windigo,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86727,0,2,58.0,0.6724137931034483,5376.0,4820.0,1510.0,1.12,24,9.0,227.0,116.0,55.6,18.0,11.0,61.1,73.17999999999999,1.0979999999999999,78.96,0.73,1054.2,47.4,939.8,1.124,78.96,3.7,55.4,1443.6,0.73,0.132,0.652,0.096,0.11000000000000001,1.1260000000000001,144.4,143.0,1.0399999999999998,1.002,75.7,13.839999999999998,737.0,448.6,183.6,60.2,13.2,1.0,749.8,50.6,75.0,166.6,11.8,2.6,5,103.0,0.5728155339805825,9490.0,9535.0,2790.0,1.0,24,22.0,625.0,346.0,77.3,44.0,23.0,52.3,68.08,1.028,74.80000000000001,0.682,1422.8,48.38,1353.6,1.0,74.80000000000001,3.56,74.6,2007.2,0.682,0.122,0.688,0.088,0.096,1.028,208.8,185.4,1.066,1.002,70.32000000000001,14.680000000000001,1043.6,618.2,251.4,76.2,15.8,2.0,807.8,295.4,68.2,230.0,13.2,12.4,5
Dust2,2019-06-10,1,7,16,/stats/teams/8513/Windigo,/stats/teams/6685/Ancient,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,87694,0,1,89.0,0.5842696629213483,8357.0,8188.0,2430.0,1.02,24,16.0,446.0,230.0,50.0,32.0,16.0,50.0,69.67999999999999,1.0459999999999998,76.02000000000001,0.702,1341.2,47.58,1257.4,1.0379999999999998,76.02000000000001,3.8199999999999994,69.2,1883.4,0.702,0.11399999999999999,0.676,0.094,0.10600000000000001,1.062,194.8,174.4,1.072,1.008,72.97999999999999,14.920000000000002,977.4,579.8,236.0,73.6,14.4,2.2,771.2,270.6,62.6,216.2,12.8,12.0,5,52.0,0.6346153846153846,4731.0,4406.0,1360.0,1.07,24,7.0,184.0,92.0,57.1,14.0,7.0,50.0,71.5,1.018,73.28,0.6779999999999999,748.0,47.58,715.2,1.032,73.28,2.6,42.0,1106.2,0.6779999999999999,0.118,0.6580000000000001,0.1,0.094,1.056,111.6,107.4,1.006,0.9960000000000001,75.42,14.26,593.8,326.4,143.0,37.0,5.4,0.6,418.4,171.8,32.0,117.2,8.4,1.8,5
Overpass,2019-06-10,0,17,19,/stats/teams/8513/Windigo,/stats/teams/6685/Ancient,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,87698,0,2,89.0,0.5842696629213483,8357.0,8188.0,2430.0,1.02,24,19.0,520.0,283.0,73.7,38.0,21.0,55.3,69.67999999999999,1.0459999999999998,76.02000000000001,0.702,1341.2,47.58,1257.4,1.0379999999999998,76.02000000000001,3.8199999999999994,69.2,1883.4,0.702,0.11399999999999999,0.676,0.094,0.10600000000000001,1.062,194.8,174.4,1.072,1.008,72.97999999999999,14.920000000000002,977.4,579.8,236.0,73.6,14.4,2.2,771.2,270.6,62.6,216.2,12.8,12.0,5,52.0,0.6346153846153846,4731.0,4406.0,1360.0,1.07,24,13.0,341.0,199.0,84.6,26.0,13.0,50.0,71.5,1.018,73.28,0.6779999999999999,748.0,47.58,715.2,1.032,73.28,2.6,42.0,1106.2,0.6779999999999999,0.118,0.6580000000000001,0.1,0.094,1.056,111.6,107.4,1.006,0.9960000000000001,75.42,14.26,593.8,326.4,143.0,37.0,5.4,0.6,418.4,171.8,32.0,117.2,8.4,1.8,5
Nuke,2019-06-11,0,2,16,/stats/teams/8513/Windigo,/stats/teams/9722/NoChance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87726,0,1,87.0,0.5632183908045977,8173.0,8097.0,2385.0,1.01,24,11.0,299.0,142.0,45.5,22.0,12.0,54.5,69.44000000000001,1.044,75.80000000000001,0.7,1317.0,47.44,1246.2,1.03,75.80000000000001,3.8600000000000003,68.0,1856.4,0.7,0.11599999999999999,0.6799999999999999,0.094,0.10800000000000001,1.0559999999999998,191.2,172.6,1.068,1.0059999999999998,73.11999999999999,14.98,966.2,569.4,232.2,73.2,13.4,2.0,758.4,267.8,59.0,211.2,12.6,12.0,5,53.0,0.5660377358490566,4836.0,4877.0,1448.0,0.99,24,2.0,52.0,32.0,100.0,4.0,2.0,50.0,68.98,1.004,73.02000000000001,0.6599999999999999,866.6,42.919999999999995,888.6,0.9799999999999999,73.02000000000001,4.92,48.6,1323.2,0.6599999999999999,0.132,0.672,0.08600000000000001,0.08,1.02,121.4,131.0,0.952,0.9640000000000001,72.61999999999999,13.260000000000002,731.6,378.8,161.8,40.4,10.0,0.6,537.2,113.2,52.8,144.4,13.0,6.6,5
Mirage,2019-06-11,1,16,13,/stats/teams/8513/Windigo,/stats/teams/9722/NoChance,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,87728,0,2,87.0,0.5632183908045977,8173.0,8097.0,2385.0,1.01,24,17.0,460.0,240.0,64.7,34.0,16.0,47.1,69.44000000000001,1.044,75.80000000000001,0.7,1317.0,47.44,1246.2,1.03,75.80000000000001,3.8600000000000003,68.0,1856.4,0.7,0.11599999999999999,0.6799999999999999,0.094,0.10800000000000001,1.0559999999999998,191.2,172.6,1.068,1.0059999999999998,73.11999999999999,14.98,966.2,569.4,232.2,73.2,13.4,2.0,758.4,267.8,59.0,211.2,12.6,12.0,5,53.0,0.5660377358490566,4836.0,4877.0,1448.0,0.99,24,13.0,359.0,158.0,23.1,26.0,11.0,42.3,68.98,1.004,73.02000000000001,0.6599999999999999,866.6,42.919999999999995,888.6,0.9799999999999999,73.02000000000001,4.92,48.6,1323.2,0.6599999999999999,0.132,0.672,0.08600000000000001,0.08,1.02,121.4,131.0,0.952,0.9640000000000001,72.61999999999999,13.260000000000002,731.6,378.8,161.8,40.4,10.0,0.6,537.2,113.2,52.8,144.4,13.0,6.6,5
